name,category,price_range,estado,texto_recomendacao_limpo
burger de sushi,japonesa,cheapest,sp,burger de sushi japonesa cheapest sp
confeitaria bolo bom,doces & bolos,cheapest,sp,confeitaria bolo bom doces bolos cheapest sp
flow açaí,açaí,cheapest,mg,flow acai acai cheapest mg
pizzadopapai,pizza,cheapest,ba,pizzadopapai pizza cheapest ba
bbq university hamburgueria,lanches,cheapest,se,bbq university hamburgueria lanches cheapest se
maqui fome - lanche na barca,lanches,moderate,sp,maqui fome lanche na barca lanches moderate sp
bora d' pizza,pizza,cheapest,rj,bora d pizza pizza cheapest rj
bicoo’s foods,lanches,cheapest,pr,bicoos foods lanches cheapest pr
sin patisserie,doces & bolos,cheapest,rj,sin patisserie doces bolos cheapest rj
delícias da mí,doces & bolos,cheapest,sp,delicias da mi doces bolos cheapest sp
carvalho pizzaria e esfiharia,pizza,cheapest,sp,carvalho pizzaria e esfiharia pizza cheapest sp
ô de casa,doces & bolos,moderate,rr,o de casa doces bolos moderate rr
lanchonete da val,lanches,cheapest,sp,lanchonete da val lanches cheapest sp
pingo de mel confeitaria,doces & bolos,cheapest,sp,pingo de mel confeitaria doces bolos cheapest sp
disk quentinhas,brasileira,cheapest,ba,disk quentinhas brasileira cheapest ba
churrasco do giliard delivery,brasileira,cheapest,rj,churrasco do giliard delivery brasileira cheapest rj
batatíssima bh,lanches,cheap,mg,batatissima bh lanches cheap mg
stop food delivery,lanches,cheapest,pr,stop food delivery lanches cheapest pr
realeza lanches,lanches,cheapest,rj,realeza lanches lanches cheapest rj
donna batata delivery,lanches,cheapest,rj,donna batata delivery lanches cheapest rj
adega baronesa,conveniência,cheapest,sp,adega baronesa conveniencia cheapest sp
texas burger,lanches,cheap,pa,texas burger lanches cheap pa
rango,brasileira,cheapest,rj,rango brasileira cheapest rj
tôa tôa burguers,lanches,cheap,go,toa toa burguers lanches cheap go
guadalupe comida mexicana,mexicana,cheapest,go,guadalupe comida mexicana mexicana cheapest go
badok,brasileira,cheapest,sc,badok brasileira cheapest sc
neko foods comida japonesa,japonesa,moderate,sp,neko foods comida japonesa japonesa moderate sp
açaí da anna delivery,açaí,cheap,es,acai da anna delivery acai cheap es
arapuka gastrobar,variada,most_expensive,sp,arapuka gastrobar variada most expensive sp
jb burger,lanches,cheapest,sc,jb burger lanches cheapest sc
big food delivery,lanches,cheapest,es,big food delivery lanches cheapest es
delícia certa,marmita,cheapest,sp,delicia certa marmita cheapest sp
petisco mania,brasileira,moderate,ba,petisco mania brasileira moderate ba
popozzoni,pizza,cheapest,rj,popozzoni pizza cheapest rj
quentinha da marlene,doces & bolos,cheapest,rj,quentinha da marlene doces bolos cheapest rj
cantinho canastra,brasileira,cheapest,mg,cantinho canastra brasileira cheapest mg
dubai pizzaria,pizza,cheap,sp,dubai pizzaria pizza cheap sp
oz temaki,japonesa,cheap,sp,oz temaki japonesa cheap sp
brasa do chef,brasileira,expensive,rj,brasa do chef brasileira expensive rj
quero + sorvetes e açaí /equador,açaí,cheapest,mg,quero sorvetes e acai equador acai cheapest mg
marmitas carioca²,brasileira,cheapest,sp,marmitas carioca2 brasileira cheapest sp
pastel ponto com,pastel,moderate,rj,pastel ponto com pastel moderate rj
btt. burger,lanches,most_expensive,sp,btt burger lanches most expensive sp
conveniencia mania nacional,lanches,cheapest,rn,conveniencia mania nacional lanches cheapest rn
cleaver meat pub,lanches,cheapest,es,cleaver meat pub lanches cheapest es
restaurante águia,brasileira,cheapest,mg,restaurante aguia brasileira cheapest mg
strong burguer,lanches,cheapest,sp,strong burguer lanches cheapest sp
minions lanches,lanches,cheapest,pr,minions lanches lanches cheapest pr
deli tortas,doces & bolos,cheapest,rn,deli tortas doces bolos cheapest rn
espetinhos malu,brasileira,cheapest,sp,espetinhos malu brasileira cheapest sp
lanche do lago,lanches,cheap,sp,lanche do lago lanches cheap sp
cia das massas pizzas e esfihas.,pizza,moderate,rj,cia das massas pizzas e esfihas pizza moderate rj
bebe aí,bebidas,cheapest,mg,bebe ai bebidas cheapest mg
ice gourmet,sorvetes,cheapest,ba,ice gourmet sorvetes cheapest ba
mega esfiha oficial - itaim paulista,pizza,cheapest,sp,mega esfiha oficial itaim paulista pizza cheapest sp
chiquinho sorvetes - bosque da saúde,sorvetes,moderate,mt,chiquinho sorvetes bosque da saude sorvetes moderate mt
bob's drive afonso pena,lanches,moderate,ms,bob s drive afonso pena lanches moderate ms
mari finas delicias,doces & bolos,cheapest,sp,mari finas delicias doces bolos cheapest sp
be sweety confeitaria,doces & bolos,cheap,mg,be sweety confeitaria doces bolos cheap mg
q sabor,marmita,cheapest,sp,q sabor marmita cheapest sp
luffy's burger,lanches,expensive,sp,luffy s burger lanches expensive sp
ideal riverside,padaria,cheap,pi,ideal riverside padaria cheap pi
pizzaria la venci,pizza,cheap,sp,pizzaria la venci pizza cheap sp
lanchonete e pizzaria delicius,pizza,cheapest,rj,lanchonete e pizzaria delicius pizza cheapest rj
pizzeria la mamma,pizza,moderate,sp,pizzeria la mamma pizza moderate sp
alemão refeições e lanches,brasileira,moderate,sp,alemao refeicoes e lanches brasileira moderate sp
pimentinha doces,doces & bolos,cheapest,mg,pimentinha doces doces bolos cheapest mg
usina food casual,lanches,expensive,ap,usina food casual lanches expensive ap
pirão oxente,brasileira,moderate,se,pirao oxente brasileira moderate se
tamaju,pizza,expensive,rs,tamaju pizza expensive rs
sonic burguer,lanches,cheapest,pr,sonic burguer lanches cheapest pr
o árabe,árabe,moderate,sp,o arabe arabe moderate sp
imperio doce,doces & bolos,cheapest,pe,imperio doce doces bolos cheapest pe
tele sanduiche pit burguer,lanches,cheapest,mg,tele sanduiche pit burguer lanches cheapest mg
hugburguer,lanches,cheapest,sp,hugburguer lanches cheapest sp
olha aqui hambúrguer e refeição,lanches,cheapest,sp,olha aqui hamburguer e refeicao lanches cheapest sp
nova bella pizzaria,pizza,moderate,sp,nova bella pizzaria pizza moderate sp
combo na caixa ii,hambúrguer,moderate,mg,combo na caixa ii hamburguer moderate mg
empório minha querida,variada,cheapest,sp,emporio minha querida variada cheapest sp
casarão restaurante,brasileira,cheapest,mg,casarao restaurante brasileira cheapest mg
food truck caldos gourmet,brasileira,cheapest,rj,food truck caldos gourmet brasileira cheapest rj
ateliê kelly telles,doces & bolos,cheapest,mt,atelie kelly telles doces bolos cheapest mt
delicias doce encanto,doces & bolos,cheapest,sp,delicias doce encanto doces bolos cheapest sp
mt lanches,lanches,cheapest,pa,mt lanches lanches cheapest pa
batata d'u teu,lanches,cheapest,ba,batata d u teu lanches cheapest ba
romeu e julieta,marmita,cheapest,ap,romeu e julieta marmita cheapest ap
restaurante sabores comida caseira,brasileira,cheapest,rs,restaurante sabores comida caseira brasileira cheapest rs
fornada,árabe,cheapest,rj,fornada arabe cheapest rj
generoso brigadeiro,brasileira,cheapest,rj,generoso brigadeiro brasileira cheapest rj
la chapa burguer,lanches,cheap,ba,la chapa burguer lanches cheap ba
rafas hamburgueria,lanches,cheap,mg,rafas hamburgueria lanches cheap mg
japa box,japonesa,expensive,sp,japa box japonesa expensive sp
restaurante grande familia yan,brasileira,cheapest,sp,restaurante grande familia yan brasileira cheapest sp
padaria abelha gulosa - the mall,padaria,moderate,sp,padaria abelha gulosa the mall padaria moderate sp
fernandes petiscaria,lanches,cheapest,rj,fernandes petiscaria lanches cheapest rj
dalles burguers,lanches,cheapest,sp,dalles burguers lanches cheapest sp
delicias caseiras da gi,lanches,cheapest,ro,delicias caseiras da gi lanches cheapest ro
luca's pastéis,pastel,cheapest,pr,luca s pasteis pastel cheapest pr
lula sushi,japonesa,cheapest,am,lula sushi japonesa cheapest am
sabor nordestino,brasileira,cheapest,ba,sabor nordestino brasileira cheapest ba
flamboyant lanches,lanches,cheapest,sp,flamboyant lanches lanches cheapest sp
lalá salgados,salgados,cheapest,sp,lala salgados salgados cheapest sp
pastelaria matriz,lanches,cheapest,ba,pastelaria matriz lanches cheapest ba
gioia galeteria & espeteria,brasileira,cheapest,rj,gioia galeteria espeteria brasileira cheapest rj
servpizza,pizza,cheapest,ms,servpizza pizza cheapest ms
lya doces,doces & bolos,cheapest,sp,lya doces doces bolos cheapest sp
king pizzaria,pizza,cheapest,ce,king pizzaria pizza cheapest ce
bigmais gourmet lagoa santa,pizza,expensive,mg,bigmais gourmet lagoa santa pizza expensive mg
avenida adega e restaurante,brasileira,cheapest,sp,avenida adega e restaurante brasileira cheapest sp
tom's lanches & açaí,lanches,cheapest,mg,tom s lanches acai lanches cheapest mg
sementes alimentos naturais,saudável,cheapest,sp,sementes alimentos naturais saudavel cheapest sp
di mazza,italiana,cheapest,sc,di mazza italiana cheapest sc
banze,brasileira,cheapest,ba,banze brasileira cheapest ba
delicia & cia,congelados,cheapest,sp,delicia cia congelados cheapest sp
mega mix açaí,açaí,cheapest,sp,mega mix acai acai cheapest sp
nyah sushi,japonesa,expensive,sp,nyah sushi japonesa expensive sp
gratinado's hot-dog e batata recheada,lanches,cheap,sp,gratinado s hot dog e batata recheada lanches cheap sp
movie marmita,marmita,cheapest,pr,movie marmita marmita cheapest pr
pizzaria do bairro,pizza,cheapest,sp,pizzaria do bairro pizza cheapest sp
fit food,saudável,cheapest,mg,fit food saudavel cheapest mg
muray sushi,japonesa,expensive,sp,muray sushi japonesa expensive sp
cacau show - centro - tanabi,doces & bolos,cheapest,sp,cacau show centro tanabi doces bolos cheapest sp
forno e fogão da lu,marmita,cheapest,go,forno e fogao da lu marmita cheapest go
estação do lanche,brasileira,cheapest,ba,estacao do lanche brasileira cheapest ba
devorê sorvete artesanal,sorvetes,moderate,mg,devore sorvete artesanal sorvetes moderate mg
pizzaria piennolo,pizza,expensive,sp,pizzaria piennolo pizza expensive sp
shark sushi - dom pedro,japonesa,moderate,rs,shark sushi dom pedro japonesa moderate rs
fruto do açaizeiro,açaí,cheapest,mg,fruto do acaizeiro acai cheapest mg
kombinarua food truck,lanches,cheapest,go,kombinarua food truck lanches cheapest go
açaí do atlântico,açaí,cheapest,pe,acai do atlantico acai cheapest pe
megui's esfihas & panquecas,pizza,moderate,sp,megui s esfihas panquecas pizza moderate sp
pizzaria e esfiharia morada nova,pizza,cheapest,sp,pizzaria e esfiharia morada nova pizza cheapest sp
delícias da edna bolo no pote & açaí,doces & bolos,cheapest,rj,delicias da edna bolo no pote acai doces bolos cheapest rj
megafritas,pizza,cheapest,ma,megafritas pizza cheapest ma
simas restaurante,brasileira,cheapest,pr,simas restaurante brasileira cheapest pr
torre di pizza,pizza,moderate,rn,torre di pizza pizza moderate rn
meu stylo açaí,açaí,cheapest,sp,meu stylo acai acai cheapest sp
ateliê da salada,saudável,cheap,go,atelie da salada saudavel cheap go
açai universal,açaí,cheapest,rj,acai universal acai cheapest rj
mr. cheney cookies - shopping paineiras,doces & bolos,cheap,sp,mr cheney cookies shopping paineiras doces bolos cheap sp
esquinao do sabor,brasileira,cheapest,mg,esquinao do sabor brasileira cheapest mg
ki caldo e pastel,pastel,cheapest,sc,ki caldo e pastel pastel cheapest sc
brownie tudibom,doces & bolos,cheapest,mg,brownie tudibom doces bolos cheapest mg
crepe uai,francesa,cheapest,mg,crepe uai francesa cheapest mg
restaurante cantinho do sabor,brasileira,cheapest,es,restaurante cantinho do sabor brasileira cheapest es
clube do espeto,carnes,cheapest,go,clube do espeto carnes cheapest go
copão paulista,lanches,cheap,sp,copao paulista lanches cheap sp
brownie da tha,doces & bolos,cheapest,sp,brownie da tha doces bolos cheapest sp
restaurante sabor da familia,brasileira,cheapest,df,restaurante sabor da familia brasileira cheapest df
taucombo,lanches,cheapest,sc,taucombo lanches cheapest sc
allergo food (zona norte),mercado,cheapest,pe,allergo food zona norte mercado cheapest pe
hockies doceria,doces & bolos,cheapest,go,hockies doceria doces bolos cheapest go
nuestra madre - comida mexicana,mexicana,cheapest,sp,nuestra madre comida mexicana mexicana cheapest sp
johns burger,lanches,cheap,go,johns burger lanches cheap go
lolly salgados,salgados,cheapest,sp,lolly salgados salgados cheapest sp
dj batata recheada,lanches,cheapest,ba,dj batata recheada lanches cheapest ba
purpleaçaí,açaí,cheapest,mg,purpleacai acai cheapest mg
bluft gourmet,carnes,cheapest,sc,bluft gourmet carnes cheapest sc
naldo lanches,lanches,cheapest,rs,naldo lanches lanches cheapest rs
baralto,marmita,cheap,sp,baralto marmita cheap sp
rosa açai,açaí,cheapest,sp,rosa acai acai cheapest sp
delicious lanches,lanches,cheapest,ba,delicious lanches lanches cheapest ba
petiscos do mar,frutos do mar,cheapest,ma,petiscos do mar frutos do mar cheapest ma
fantasy cake doceria,doces & bolos,cheapest,rj,fantasy cake doceria doces bolos cheapest rj
dogs gords,lanches,cheapest,pr,dogs gords lanches cheapest pr
los africanos pastéis,pastel,cheapest,rj,los africanos pasteis pastel cheapest rj
delicias grill,brasileira,cheapest,ce,delicias grill brasileira cheapest ce
point28,lanches,cheapest,sp,point28 lanches cheapest sp
farofa's burguer,lanches,cheapest,sp,farofa s burguer lanches cheapest sp
mazáh lanches e porções,brasileira,cheapest,pr,mazah lanches e porcoes brasileira cheapest pr
art pizza - centro,pizza,cheap,pr,art pizza centro pizza cheap pr
carrilhos açaí,açaí,cheapest,ms,carrilhos acai acai cheapest ms
paraná supermercado express - rede valor,mercado,moderate,sp,parana supermercado express rede valor mercado moderate sp
bom salgado,salgados,cheapest,sp,bom salgado salgados cheapest sp
belo pão,padaria,cheapest,sc,belo pao padaria cheapest sc
sou ice sorvetes e congelados,sorvetes,cheap,sp,sou ice sorvetes e congelados sorvetes cheap sp
giraffas cascavel,brasileira,moderate,pr,giraffas cascavel brasileira moderate pr
pimenta d'chêro,lanches,cheapest,rj,pimenta d chero lanches cheapest rj
"nino lanches , hambúrgueres de picanha .",lanches,cheap,sp,nino lanches hamburgueres de picanha lanches cheap sp
rn bolos e doces,doces & bolos,cheapest,sp,rn bolos e doces doces bolos cheapest sp
restaurante gino's il candelabro,brasileira,most_expensive,mg,restaurante gino s il candelabro brasileira most expensive mg
amió espetaria,carnes,cheapest,mg,amio espetaria carnes cheapest mg
box mineiro santa efigênia,brasileira,cheapest,mg,box mineiro santa efigenia brasileira cheapest mg
big batata,lanches,cheapest,sp,big batata lanches cheapest sp
capixaba's delivery,brasileira,cheap,mg,capixaba s delivery brasileira cheap mg
beirutes,lanches,cheapest,mg,beirutes lanches cheapest mg
la pizza pelotas,pizza,cheapest,rs,la pizza pelotas pizza cheapest rs
riveggan alimentos veganos,congelados,cheapest,sp,riveggan alimentos veganos congelados cheapest sp
kara de pastel,pastel,cheapest,sp,kara de pastel pastel cheapest sp
padaria central de barueri,padaria,moderate,sp,padaria central de barueri padaria moderate sp
yakissoba tempura e cia express,japonesa,cheapest,sp,yakissoba tempura e cia express japonesa cheapest sp
petisco do cebola,lanches,cheapest,sp,petisco do cebola lanches cheapest sp
aloha hamburguer,lanches,cheapest,sp,aloha hamburguer lanches cheapest sp
resenha's bar pizzaria,pizza,cheapest,mg,resenha s bar pizzaria pizza cheapest mg
point pastelaria e lanches,pastel,cheap,sp,point pastelaria e lanches pastel cheap sp
viva la vida bar e distribuidora,brasileira,cheapest,mg,viva la vida bar e distribuidora brasileira cheapest mg
blue note sp,contemporânea,moderate,sp,blue note sp contemporanea moderate sp
restaurante e pizzaria gula gula,pizza,cheap,sp,restaurante e pizzaria gula gula pizza cheap sp
silva paes e doces erelli,padaria,cheapest,sp,silva paes e doces erelli padaria cheapest sp
sushi d+ prime,japonesa,cheapest,sp,sushi d prime japonesa cheapest sp
aldebaran água mineral,bebidas,cheapest,pe,aldebaran agua mineral bebidas cheapest pe
salgadería delivery,salgados,cheapest,sp,salgaderia delivery salgados cheapest sp
doce sobremesa,doces & bolos,cheapest,rj,doce sobremesa doces bolos cheapest rj
ravi bolos,doces & bolos,cheapest,sp,ravi bolos doces bolos cheapest sp
la fox pizza,pizza,cheapest,sp,la fox pizza pizza cheapest sp
barraca do bahiano,brasileira,cheapest,rj,barraca do bahiano brasileira cheapest rj
cantinho da marmita,marmita,cheapest,pr,cantinho da marmita marmita cheapest pr
ina telles,doces & bolos,cheapest,ba,ina telles doces bolos cheapest ba
seu burguês,lanches,cheap,pe,seu burgues lanches cheap pe
