name,category,price_range,estado,texto_recomendacao_limpo
pizzaria mazzeratti 7,brasileira,cheapest,sp,pizzaria mazzeratti 7 brasileira cheapest sp
tiago aparecido dos santos,marmita,cheapest,sp,tiago aparecido dos santos marmita cheapest sp
cozinha da karen,brasileira,cheapest,sp,cozinha da karen brasileira cheapest sp
tapiocas da fê delivery,saudável,cheapest,sp,tapiocas da fe delivery saudavel cheapest sp
delicias bar,brasileira,cheapest,sp,delicias bar brasileira cheapest sp
albaraka,lanches,cheapest,sp,albaraka lanches cheapest sp
eating donuts,doces & bolos,cheapest,sp,eating donuts doces bolos cheapest sp
pelicano potato,lanches,cheapest,sp,pelicano potato lanches cheapest sp
tokio sushi 🍣,japonesa,cheapest,sp,tokio sushi japonesa cheapest sp
garage grill,lanches,cheapest,sp,garage grill lanches cheapest sp
poke do japa,saudável,cheapest,sp,poke do japa saudavel cheapest sp
ml bebidas,bebidas,cheapest,sp,ml bebidas bebidas cheapest sp
b.you açaí - higienópolis,açaí,cheapest,sp,b you acai higienopolis acai cheapest sp
pescados de família,frutos do mar,cheapest,sp,pescados de familia frutos do mar cheapest sp
chef,marmita,cheapest,sp,chef marmita cheapest sp
habib's congelados - ipiranga,mercado,cheapest,sp,habib s congelados ipiranga mercado cheapest sp
marts lanches - liberdade,lanches,cheapest,sp,marts lanches liberdade lanches cheapest sp
lavinia pães artesanais,salgados,cheapest,sp,lavinia paes artesanais salgados cheapest sp
pro burger,lanches,cheapest,sp,pro burger lanches cheapest sp
sr batateiro,brasileira,cheapest,sp,sr batateiro brasileira cheapest sp
johnsonsss delivery,brasileira,cheapest,sp,johnsonsss delivery brasileira cheapest sp
stephanie bruno,doces & bolos,cheapest,sp,stephanie bruno doces bolos cheapest sp
duque - jd paulista,conveniência,cheapest,sp,duque jd paulista conveniencia cheapest sp
la bocca restaurante,brasileira,cheapest,sp,la bocca restaurante brasileira cheapest sp
dqueijo pão de queijo artesanal,congelados,cheapest,sp,dqueijo pao de queijo artesanal congelados cheapest sp
caramela's brigaderia gourmet,doces & bolos,cheapest,sp,caramela s brigaderia gourmet doces bolos cheapest sp
seo basilico,pizza,cheapest,sp,seo basilico pizza cheapest sp
tcp restaurante,brasileira,cheapest,sp,tcp restaurante brasileira cheapest sp
bebidas master,bebidas,cheapest,sp,bebidas master bebidas cheapest sp
bravos costela delivery,carnes,cheapest,sp,bravos costela delivery carnes cheapest sp
nilton restaurante,brasileira,cheapest,sp,nilton restaurante brasileira cheapest sp
a senhorita pizza!,pizza,cheapest,sp,a senhorita pizza pizza cheapest sp
rinconcito peruano jardins,peruana,cheapest,sp,rinconcito peruano jardins peruana cheapest sp
baixo mici,brasileira,cheapest,sp,baixo mici brasileira cheapest sp
churros viana,doces & bolos,cheapest,sp,churros viana doces bolos cheapest sp
bbq em casa smoke house,carnes,cheapest,sp,bbq em casa smoke house carnes cheapest sp
humbert's restobar,japonesa,cheapest,sp,humbert s restobar japonesa cheapest sp
délices de mary,doces & bolos,cheapest,sp,delices de mary doces bolos cheapest sp
cake's clau,doces & bolos,cheapest,sp,cake s clau doces bolos cheapest sp
marmitaria roosevelt,brasileira,cheapest,sp,marmitaria roosevelt brasileira cheapest sp
doce brigadeiro,doces & bolos,cheapest,sp,doce brigadeiro doces bolos cheapest sp
altino deck bar dino bueno,brasileira,cheapest,sp,altino deck bar dino bueno brasileira cheapest sp
pronto para rangar,brasileira,cheapest,sp,pronto para rangar brasileira cheapest sp
bar e restaurante top,brasileira,cheapest,sp,bar e restaurante top brasileira cheapest sp
tempero caseiro( galeria sete de abril ),brasileira,cheapest,sp,tempero caseiro galeria sete de abril brasileira cheapest sp
rock 'n doces,sorvetes,cheapest,sp,rock n doces sorvetes cheapest sp
morena açaí,brasileira,cheapest,sp,morena acai brasileira cheapest sp
giacomo restaurante,italiana,cheapest,sp,giacomo restaurante italiana cheapest sp
grano restaurante,brasileira,cheapest,sp,grano restaurante brasileira cheapest sp
tapioca da zn,brasileira,cheapest,sp,tapioca da zn brasileira cheapest sp
casa mille rotisserie,brasileira,cheapest,sp,casa mille rotisserie brasileira cheapest sp
dogueria paulista cachorro quente dog,lanches,cheapest,sp,dogueria paulista cachorro quente dog lanches cheapest sp
fábrica de dengo - restaurante,brasileira,cheapest,sp,fabrica de dengo restaurante brasileira cheapest sp
mundo doce da sa,cozinha rápida,cheapest,sp,mundo doce da sa cozinha rapida cheapest sp
realeza padaria,brasileira,cheapest,sp,realeza padaria brasileira cheapest sp
degust sushi,japonesa,cheapest,sp,degust sushi japonesa cheapest sp
skina's bar e restaurante delivery,brasileira,cheapest,sp,skina s bar e restaurante delivery brasileira cheapest sp
paradiso alimentos,italiana,cheapest,sp,paradiso alimentos italiana cheapest sp
formigamigadoces,doces & bolos,cheapest,sp,formigamigadoces doces bolos cheapest sp
bora bar sp,brasileira,cheapest,sp,bora bar sp brasileira cheapest sp
imperial sushi $ 1 real,japonesa,cheapest,sp,imperial sushi 1 real japonesa cheapest sp
🍝 santo forno 🥗,brasileira,cheapest,sp,santo forno brasileira cheapest sp
delicia de açaí,açaí,cheapest,sp,delicia de acai acai cheapest sp
31 restaurante,saudável,cheapest,sp,31 restaurante saudavel cheapest sp
porpetone burguer sp,lanches,cheapest,sp,porpetone burguer sp lanches cheapest sp
pizzaria quincazza,pizza,cheapest,sp,pizzaria quincazza pizza cheapest sp
pizzaria ai que pizza iii!,pizza,cheapest,sp,pizzaria ai que pizza iii pizza cheapest sp
ehhh lá em casa,pastel,cheapest,sp,ehhh la em casa pastel cheapest sp
optmist café bar,lanches,cheapest,sp,optmist cafe bar lanches cheapest sp
bar da nilda,marmita,cheapest,sp,bar da nilda marmita cheapest sp
adega s7 prime,bebidas,cheapest,sp,adega s7 prime bebidas cheapest sp
bolos e sobremesa,doces & bolos,cheapest,sp,bolos e sobremesa doces bolos cheapest sp
burger's tiranos,hambúrguer,cheapest,sp,burger s tiranos hamburguer cheapest sp
meal court,chinesa,cheapest,sp,meal court chinesa cheapest sp
izakaya issa,japonesa,cheapest,sp,izakaya issa japonesa cheapest sp
delícia de frango,carnes,cheapest,sp,delicia de frango carnes cheapest sp
adega engenheiro,bebidas,cheapest,sp,adega engenheiro bebidas cheapest sp
agua na boca tatiana doces,doces & bolos,cheapest,sp,agua na boca tatiana doces doces bolos cheapest sp
mãe e filhas doces e salgados,salgados,cheapest,sp,mae e filhas doces e salgados salgados cheapest sp
açaí natural - liberdade,açaí,cheapest,sp,acai natural liberdade acai cheapest sp
marmitas franco,brasileira,cheapest,sp,marmitas franco brasileira cheapest sp
marmitaria lu comida caseira,marmita,cheapest,sp,marmitaria lu comida caseira marmita cheapest sp
sabor nordestino,marmita,cheapest,sp,sabor nordestino marmita cheapest sp
youcake atelie,doces & bolos,cheapest,sp,youcake atelie doces bolos cheapest sp
nuvem,doces & bolos,cheapest,sp,nuvem doces bolos cheapest sp
m&c kitutes,marmita,cheapest,sp,m c kitutes marmita cheapest sp
skina de la stelia,brasileira,cheapest,sp,skina de la stelia brasileira cheapest sp
seu pizza,pizza,cheapest,sp,seu pizza pizza cheapest sp
don corleone adega delivery,conveniência,cheapest,sp,don corleone adega delivery conveniencia cheapest sp
pizza fit sp,saudável,cheapest,sp,pizza fit sp saudavel cheapest sp
king of marmitex,marmita,cheapest,sp,king of marmitex marmita cheapest sp
arca bar,cozinha rápida,cheapest,sp,arca bar cozinha rapida cheapest sp
okane sushi - bela vista,japonesa,cheapest,sp,okane sushi bela vista japonesa cheapest sp
top fitness,açaí,cheapest,sp,top fitness acai cheapest sp
gga lanches e doces,lanches,cheapest,sp,gga lanches e doces lanches cheapest sp
nayak sushi 1 real,japonesa,cheapest,sp,nayak sushi 1 real japonesa cheapest sp
sunny daylícias,doces & bolos,cheapest,sp,sunny daylicias doces bolos cheapest sp
minas & bahia bar e restaurante,brasileira,cheapest,sp,minas bahia bar e restaurante brasileira cheapest sp
fs comidas caseiras,brasileira,cheapest,sp,fs comidas caseiras brasileira cheapest sp
kah doces oficial,doces & bolos,cheapest,sp,kah doces oficial doces bolos cheapest sp
acarajé e tabuleiro do bob,brasileira,cheapest,sp,acaraje e tabuleiro do bob brasileira cheapest sp
star hambúrguer,lanches,cheapest,sp,star hamburguer lanches cheapest sp
kadori's doces,doces & bolos,cheapest,sp,kadori s doces doces bolos cheapest sp
msdoces,doces & bolos,cheapest,sp,msdoces doces bolos cheapest sp
among friends,brasileira,cheapest,sp,among friends brasileira cheapest sp
tutti buona massa rotisserie,italiana,cheapest,sp,tutti buona massa rotisserie italiana cheapest sp
menina doce gourmet,doces & bolos,cheapest,sp,menina doce gourmet doces bolos cheapest sp
carrinho de doces,doces & bolos,cheapest,sp,carrinho de doces doces bolos cheapest sp
aloha breads,doces & bolos,cheapest,sp,aloha breads doces bolos cheapest sp
taro - culinária vegana,vegana,cheapest,sp,taro culinaria vegana vegana cheapest sp
mamusca's,saudável,cheapest,sp,mamusca s saudavel cheapest sp
as clássicas pizzaria,pizza,cheapest,sp,as classicas pizzaria pizza cheapest sp
bruno henrique medeiros,bebidas,cheapest,sp,bruno henrique medeiros bebidas cheapest sp
oma cozinha,africana,cheapest,sp,oma cozinha africana cheapest sp
restaurante sabor brasileiro c r,brasileira,cheapest,sp,restaurante sabor brasileiro c r brasileira cheapest sp
fonte nova,conveniência,cheapest,sp,fonte nova conveniencia cheapest sp
gris & noir,doces & bolos,cheapest,sp,gris noir doces bolos cheapest sp
los taqueros,mexicana,cheapest,sp,los taqueros mexicana cheapest sp
lokoburguer,lanches,cheapest,sp,lokoburguer lanches cheapest sp
adega e petisco 3m,bebidas,cheapest,sp,adega e petisco 3m bebidas cheapest sp
bistrô massa divina,salgados,cheapest,sp,bistro massa divina salgados cheapest sp
emive hookah,conveniência,cheapest,sp,emive hookah conveniencia cheapest sp
casa anro,brasileira,cheapest,sp,casa anro brasileira cheapest sp
wtm burguer´s,lanches,cheapest,sp,wtm burguer s lanches cheapest sp
matusca lanchonete,carnes,cheapest,sp,matusca lanchonete carnes cheapest sp
restaurante do momento,brasileira,cheapest,sp,restaurante do momento brasileira cheapest sp
baby donuts,doces & bolos,cheapest,sp,baby donuts doces bolos cheapest sp
a tábua - queijos e vinhos,conveniência,cheapest,sp,a tabua queijos e vinhos conveniencia cheapest sp
showco gourmet,doces & bolos,cheapest,sp,showco gourmet doces bolos cheapest sp
bon sucre confeitaria artesanal,brasileira,cheapest,sp,bon sucre confeitaria artesanal brasileira cheapest sp
restaurante cantinho do belém,brasileira,cheapest,sp,restaurante cantinho do belem brasileira cheapest sp
china fast food,chinesa,cheapest,sp,china fast food chinesa cheapest sp
adega e tabacaria - barracão,bebidas,cheapest,sp,adega e tabacaria barracao bebidas cheapest sp
ateliê do salgado,salgados,cheapest,sp,atelie do salgado salgados cheapest sp
inazuma sushi top 1 real,japonesa,cheapest,sp,inazuma sushi top 1 real japonesa cheapest sp
verdadeira marmita,marmita,cheapest,sp,verdadeira marmita marmita cheapest sp
dl combos,pastel,cheapest,sp,dl combos pastel cheapest sp
monsur joias - presentes,conveniência,cheapest,sp,monsur joias presentes conveniencia cheapest sp
bar do urso - mooca,brasileira,cheapest,sp,bar do urso mooca brasileira cheapest sp
g&n açaí lanches e sobremesas,açaí,cheapest,sp,g n acai lanches e sobremesas acai cheapest sp
bar e restaurante nova triunfo ltda,brasileira,cheapest,sp,bar e restaurante nova triunfo ltda brasileira cheapest sp
bellapizza,pizza,cheapest,sp,bellapizza pizza cheapest sp
atelie tiana,doces & bolos,cheapest,sp,atelie tiana doces bolos cheapest sp
batata erbbon,brasileira,cheapest,sp,batata erbbon brasileira cheapest sp
empório adega rocha,brasileira,cheapest,sp,emporio adega rocha brasileira cheapest sp
z prime frangos e massas,brasileira,cheapest,sp,z prime frangos e massas brasileira cheapest sp
açaí dá hora,açaí,cheapest,sp,acai da hora acai cheapest sp
dogtown - hot dog americano,lanches,cheapest,sp,dogtown hot dog americano lanches cheapest sp
familia na cozinha,doces & bolos,cheapest,sp,familia na cozinha doces bolos cheapest sp
canto do pernil,lanches,cheapest,sp,canto do pernil lanches cheapest sp
menez burger,lanches,cheapest,sp,menez burger lanches cheapest sp
pisa trattoria,italiana,cheapest,sp,pisa trattoria italiana cheapest sp
comidaria da vila,brasileira,cheapest,sp,comidaria da vila brasileira cheapest sp
b'bistrô - fusion kitchen,congelados,cheapest,sp,b bistro fusion kitchen congelados cheapest sp
adega & bar todahora,conveniência,cheapest,sp,adega bar todahora conveniencia cheapest sp
lanchonete nufer,brasileira,cheapest,sp,lanchonete nufer brasileira cheapest sp
cantinho da ana galvani,marmita,cheapest,sp,cantinho da ana galvani marmita cheapest sp
adeguitas,bebidas,cheapest,sp,adeguitas bebidas cheapest sp
biggods burger bom retiro,lanches,cheapest,sp,biggods burger bom retiro lanches cheapest sp
bolos caseiros da vovó laura,doces & bolos,cheapest,sp,bolos caseiros da vovo laura doces bolos cheapest sp
viena bom retiro kosher,peixes,cheapest,sp,viena bom retiro kosher peixes cheapest sp
snack bar junior's,lanches,cheapest,sp,snack bar junior s lanches cheapest sp
quintalzinho bebidas,bebidas,cheapest,sp,quintalzinho bebidas bebidas cheapest sp
cantinho do suco,lanches,cheapest,sp,cantinho do suco lanches cheapest sp
mra churrascos e drinks,lanches,cheapest,sp,mra churrascos e drinks lanches cheapest sp
açaí majestade,açaí,cheapest,sp,acai majestade acai cheapest sp
pizzaria soares,pizza,cheapest,sp,pizzaria soares pizza cheapest sp
adega 43,conveniência,cheapest,sp,adega 43 conveniencia cheapest sp
rosinha churros gourmet,doces & bolos,cheapest,sp,rosinha churros gourmet doces bolos cheapest sp
espaco naturale,brasileira,cheapest,sp,espaco naturale brasileira cheapest sp
dorê,vegetariana,cheapest,sp,dore vegetariana cheapest sp
natural pet,bebidas,cheapest,sp,natural pet bebidas cheapest sp
ultra420 pinheiros,conveniência,cheapest,sp,ultra420 pinheiros conveniencia cheapest sp
marola sushibar,japonesa,cheapest,sp,marola sushibar japonesa cheapest sp
chickenlicious frango frito,brasileira,cheapest,sp,chickenlicious frango frito brasileira cheapest sp
requinte delícias,salgados,cheapest,go,requinte delicias salgados cheapest go
cervejaria eugênia,bebidas,cheapest,sp,cervejaria eugenia bebidas cheapest sp
caramella's sabor & arte,doces & bolos,cheapest,sp,caramella s sabor arte doces bolos cheapest sp
cuscuz de mainha,brasileira,cheapest,sp,cuscuz de mainha brasileira cheapest sp
cantina e pizzaria capuano,italiana,cheapest,sp,cantina e pizzaria capuano italiana cheapest sp
restaurante e boteco paulista,brasileira,cheapest,sp,restaurante e boteco paulista brasileira cheapest sp
o sabor da fazenda,conveniência,cheapest,sp,o sabor da fazenda conveniencia cheapest sp
restaurante andrade,brasileira,cheapest,sp,restaurante andrade brasileira cheapest sp
melin flores de luxo,conveniência,cheapest,sp,melin flores de luxo conveniencia cheapest sp
a família delivery,brasileira,cheapest,sp,a familia delivery brasileira cheapest sp
marie gastronomia,saudável,cheapest,sp,marie gastronomia saudavel cheapest sp
okaya sushi delivery,japonesa,cheapest,sp,okaya sushi delivery japonesa cheapest sp
jm salgados,salgados,cheapest,sp,jm salgados salgados cheapest sp
point do inca,peruana,cheapest,sp,point do inca peruana cheapest sp
ki-delícia,brasileira,cheapest,sp,ki delicia brasileira cheapest sp
esquenta 011 burguers,lanches,cheapest,sp,esquenta 011 burguers lanches cheapest sp
simply burguer,lanches,cheapest,sp,simply burguer lanches cheapest sp
doceria nuvi,doces & bolos,cheapest,sp,doceria nuvi doces bolos cheapest sp
yummy foods,marmita,cheapest,sp,yummy foods marmita cheapest sp
braga burges,lanches,cheapest,sp,braga burges lanches cheapest sp
mozão,hambúrguer,cheapest,sp,mozao hamburguer cheapest sp
guapa sabores e sensações,salgados,cheapest,sp,guapa sabores e sensacoes salgados cheapest sp
molotov pizza bar,pizza,cheapest,sp,molotov pizza bar pizza cheapest sp
blend76 burger,hambúrguer,cheapest,sp,blend76 burger hamburguer cheapest sp
hot drinks,bebidas,cheapest,sp,hot drinks bebidas cheapest sp
espeto na brasa,carnes,cheapest,sp,espeto na brasa carnes cheapest sp
coffee e cia,cafeteria,cheapest,sp,coffee e cia cafeteria cheapest sp
miró gastronomia,brasileira,cheapest,sp,miro gastronomia brasileira cheapest sp
cookinhouse hamburgueria grelhados,lanches,cheapest,sp,cookinhouse hamburgueria grelhados lanches cheapest sp
marmitaria da faby tempero de casa,marmita,cheapest,sp,marmitaria da faby tempero de casa marmita cheapest sp
casa dendê sp,brasileira,cheapest,sp,casa dende sp brasileira cheapest sp
lucky burger,lanches,cheapest,sp,lucky burger lanches cheapest sp
menina maluquinha massas & cia,brasileira,cheapest,sp,menina maluquinha massas cia brasileira cheapest sp
deialícia,doces & bolos,cheapest,sp,deialicia doces bolos cheapest sp
